CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,CAMP_ALLD,CAMP_ALLR_GRAD,CAMP_HSD,CAMP_HSR_GRAD,CAMP_ECND,CAMP_ECNN_GRAD,CAMP_NECND,CAMP_NECNN_GRAD,REGION_TYPE,PREPATORY
079907004,Clements H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,642,97,68,97,98,90,544,532,2,1
079907005,Kempner H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,555,93,204,89,304,281,251,233,2,1
079907006,Lawrence E Elkins H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,601,95,103,91,171,159,430,412,2,1
079907007,Stephen F Austin H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,562,96,87,90,184,171,378,366,2,1
079907008,Hightower H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,513,93,151,87,304,281,209,196,2,1
079907011,George Bush H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,678,88,270,86,429,377,249,217,2,1
079907012,Thurgood Marshall H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,300,92,74,85,244,222,56,53,2,1
079907013,William B Travis H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,663,96,132,96,212,204,451,432,2,1
079907016,Ridge Point H S,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,691,95,185,91,162,149,529,510,2,1
079907038,Ferndell Henry Center For Learning,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,0,0,0,NA,0,0,0,0,2,1
079910001,Stafford H S,079910,Stafford MSD,079,Fort Bend County,04,Houston,274,95,118,92,177,167,97,92,2,1
080901001,Mt Vernon H S,080901,Mount Vernon ISD,080,Franklin County,08,Mt Pleasant,121,98,24,100,63,62,58,57,1,1
081902002,Fairfield H S,081902,Fairfield ISD,081,Freestone County,12,Waco,128,98,21,91,63,60,65,65,1,1
081904001,Teague H S,081904,Teague ISD,081,Freestone County,12,Waco,80,100,22,100,48,48,32,32,1,1
081904003,Teague Lion Academy,081904,Teague ISD,081,Freestone County,12,Waco,17,100,0,0,12,12,5,5,1,1
081905002,Wortham H S,081905,Wortham ISD,081,Freestone County,12,Waco,31,100,0,0,14,14,17,17,1,1
082902001,Dilley H S,082902,Dilley ISD,082,Frio County,20,San Antonio,75,93,68,93,56,51,19,19,2,1
082903001,Pearsall H S,082903,Pearsall ISD,082,Frio County,20,San Antonio,161,97,155,97,133,128,28,28,2,1
083901001,Seagraves Schools,083901,Seagraves ISD,083,Gaines County,17,Lubbock,45,93,34,94,34,32,11,10,1,1
083902001,Loop School,083902,Loop ISD,083,Gaines County,17,Lubbock,8,100,0,100,0,0,0,0,1,1
083903001,Seminole H S,083903,Seminole ISD,083,Gaines County,17,Lubbock,162,96,76,96,59,56,103,100,1,1
083903002,Seminole Success Ctr,083903,Seminole ISD,083,Gaines County,17,Lubbock,29,90,13,92,14,13,15,13,1,1
084802001,Odyssey Academy - Galveston,084802,Odyssey Academy Inc,084,Galveston County,04,Houston,33,100,18,100,14,14,19,19,2,1
084901001,Dickinson H S,084901,Dickinson ISD,084,Galveston County,04,Houston,672,93,312,91,387,349,285,273,2,1
084901009,Dickinson Continuation Center,084901,Dickinson ISD,084,Galveston County,04,Houston,66,82,39,82,48,38,18,16,2,1
084901012,Galveston Co Detention Ctr,084901,Dickinson ISD,084,Galveston County,04,Houston,0,0,0,NA,0,0,0,0,2,1
084902001,Ball H S,084902,Galveston ISD,084,Galveston County,04,Houston,507,88,272,89,382,329,125,118,2,1
084902007,Aim College & Career Prep,084902,Galveston ISD,084,Galveston County,04,Houston,28,75,15,73,0,0,0,0,2,2
084903001,High Island School,084903,High Island ISD,084,Galveston County,05,Beaumont,18,100,0,0,7,7,11,11,1,1
084906001,Texas City H S,084906,Texas City ISD,084,Galveston County,04,Houston,470,87,207,87,293,251,177,160,2,1
084906002,La Marque H S,084906,Texas City ISD,084,Galveston County,04,Houston,194,79,33,76,154,121,40,33,2,1
084908001,Hitchcock H S,084908,Hitchcock ISD,084,Galveston County,04,Houston,83,95,31,94,56,54,27,25,2,1
084909001,Santa Fe H S,084909,Santa Fe ISD,084,Galveston County,04,Houston,356,92,69,84,118,99,238,227,2,1
084910001,Clear Creek H S,084910,Clear Creek ISD,084,Galveston County,04,Houston,586,98,179,97,135,129,451,443,2,1
084910002,Clear Lake H S,084910,Clear Creek ISD,084,Galveston County,04,Houston,571,92,180,86,112,88,459,435,2,1
084910003,Clear Brook H S,084910,Clear Creek ISD,084,Galveston County,04,Houston,558,98,197,99,102,101,456,444,2,1
084910004,Clear View H S,084910,Clear Creek ISD,084,Galveston County,04,Houston,74,97,17,100,22,22,52,50,2,1
084910009,Clear Springs H S,084910,Clear Creek ISD,084,Galveston County,04,Houston,651,98,173,98,75,73,576,567,2,1
084910010,Clear Horizons Early College H S,084910,Clear Creek ISD,084,Galveston County,04,Houston,105,100,28,100,28,28,77,77,2,1
084910011,Clear Falls H S,084910,Clear Creek ISD,084,Galveston County,04,Houston,640,95,143,94,90,81,550,527,2,1
084911001,Friendswood H S,084911,Friendswood ISD,084,Galveston County,04,Houston,501,99,79,98,43,42,458,455,2,1
085902001,Post H S,085902,Post ISD,085,Garza County,17,Lubbock,43,100,24,100,26,26,17,17,1,1
085902040,Garza County Regional Juvenile Cen,085902,Post ISD,085,Garza County,17,Lubbock,0,0,0,0,0,0,0,0,1,1
085903001,Southland School,085903,Southland ISD,085,Garza County,17,Lubbock,9,89,0,86,0,0,0,0,1,1
086901001,Fredericksburg H S,086901,Fredericksburg ISD,086,Gillespie County,13,Austin,225,99,0,99,77,76,148,147,2,1
086901002,Alter Sch,086901,Fredericksburg ISD,086,Gillespie County,13,Austin,15,80,0,60,9,9,6,3,2,1
086902001,Harper H S,086902,Harper ISD,086,Gillespie County,13,Austin,36,100,0,0,7,7,29,29,2,1
087901001,Garden City H S,087901,Glasscock County ISD,087,Glasscock County,18,Midland,22,100,7,100,8,8,14,14,1,1
088902001,Goliad H S,088902,Goliad ISD,088,Goliad County,03,Victoria,104,98,46,98,40,39,64,63,1,1
089901001,Gonzales H S,089901,Gonzales ISD,089,Gonzales County,13,Austin,202,95,139,96,115,108,87,84,2,1
089903001,Nixon-Smiley H S,089903,Nixon-Smiley CISD,089,Gonzales County,13,Austin,58,98,47,98,37,36,21,21,2,1
089905102,Waelder School,089905,Waelder ISD,089,Gonzales County,13,Austin,25,92,18,89,0,0,0,0,2,1
090902001,Lefors School,090902,Lefors ISD,090,Gray County,16,Amarillo,11,100,0,0,0,0,0,0,1,1
090903001,McLean School,090903,McLean ISD,090,Gray County,16,Amarillo,19,90,0,0,6,4,13,13,1,1
090904001,Pampa H S,090904,Pampa ISD,090,Gray County,16,Amarillo,234,90,94,86,94,83,140,128,1,1
091901001,Bells H S,091901,Bells ISD,091,Grayson County,10,Richardson,64,100,6,100,15,15,49,49,1,1
091902001,Collinsville H S,091902,Collinsville ISD,091,Grayson County,10,Richardson,38,97,0,89,13,12,25,25,1,1
091903001,Denison H S,091903,Denison ISD,091,Grayson County,10,Richardson,289,94,62,95,163,150,126,121,1,1
091903002,Pathways H S,091903,Denison ISD,091,Grayson County,10,Richardson,28,82,0,0,16,14,12,9,1,1
091905001,Howe H S,091905,Howe ISD,091,Grayson County,10,Richardson,73,96,11,100,24,21,49,49,1,1
091906002,Sherman H S,091906,Sherman ISD,091,Grayson County,10,Richardson,401,93,160,94,229,205,172,167,1,1
091906037,Perrin Learning Ctr,091906,Sherman ISD,091,Grayson County,10,Richardson,43,79,22,68,38,29,5,5,1,1
091907101,Tioga School,091907,Tioga ISD,091,Grayson County,10,Richardson,43,100,7,100,17,17,26,26,1,1
091908001,Van Alstyne H S,091908,Van Alstyne ISD,091,Grayson County,10,Richardson,127,99,12,100,27,26,100,100,1,1
091909001,Whitesboro H S,091909,Whitesboro ISD,091,Grayson County,10,Richardson,98,99,15,100,34,34,64,63,1,1
091910001,Whitewright H S,091910,Whitewright ISD,091,Grayson County,10,Richardson,69,94,10,90,23,21,46,44,1,1
091913001,Pottsboro H S,091913,Pottsboro ISD,091,Grayson County,10,Richardson,108,99,10,100,30,30,78,77,1,1
091914001,S And S Cons H S,091914,S And S CISD,091,Grayson County,10,Richardson,62,94,5,100,29,26,33,32,1,1
091917001,Gunter H S,091917,Gunter ISD,091,Grayson County,10,Richardson,89,99,15,93,14,13,75,75,1,1
091918001,Tom Bean H S,091918,Tom Bean ISD,091,Grayson County,10,Richardson,35,100,0,0,13,13,22,22,1,1
092801001,Dan Chadwick Campus,092801,East Texas Charter Schools,092,Gregg County,07,Kilgore,40,98,10,90,11,10,29,29,1,1
092901001,Gladewater H S,092901,Gladewater ISD,092,Gregg County,07,Kilgore,109,93,19,90,75,67,34,34,1,1
092902002,Kilgore H S,092902,Kilgore ISD,092,Gregg County,07,Kilgore,255,92,74,92,133,119,122,115,1,1
092903001,Longview H S,092903,Longview ISD,092,Gregg County,07,Kilgore,496,99,176,99,245,242,251,247,1,1
092903004,Lead Academy H S,092903,Longview ISD,092,Gregg County,07,Kilgore,158,90,47,96,108,96,50,46,1,1
092903200,Juvenile Detent Ctr,092903,Longview ISD,092,Gregg County,07,Kilgore,0,0,0,NA,0,0,0,0,1,1
092904001,Pine Tree H S,092904,Pine Tree ISD,092,Gregg County,07,Kilgore,287,98,98,96,132,128,155,153,1,1
092906002,Sabine H S,092906,Sabine ISD,092,Gregg County,07,Kilgore,113,99,19,100,50,50,63,62,1,1
092907001,Spring Hill H S,092907,Spring Hill ISD,092,Gregg County,07,Kilgore,126,99,17,94,33,32,93,93,1,1
092908001,White Oak H S,092908,White Oak ISD,092,Gregg County,07,Kilgore,89,98,5,100,32,30,57,57,1,1
093901001,Anderson-Shiro Jr/Sr H S,093901,Anderson-Shiro CISD,093,Grimes County,06,Huntsville,61,100,12,100,23,23,38,38,1,1
093903001,Iola H S,093903,Iola ISD,093,Grimes County,06,Huntsville,35,94,0,100,11,11,24,22,1,1
093904002,Navasota H S,093904,Navasota ISD,093,Grimes County,06,Huntsville,177,98,99,98,122,119,55,55,1,1
093904005,W B Bizzell Academy,093904,Navasota ISD,093,Grimes County,06,Huntsville,26,65,9,56,17,11,9,6,1,1
093905001,Richards H S,093905,Richards ISD,093,Grimes County,06,Huntsville,17,100,0,0,11,11,6,6,1,1
094901001,Seguin H S,094901,Seguin ISD,094,Guadalupe County,20,San Antonio,418,93,262,93,246,224,172,164,2,1
094901002,Mercer & Blumberg Lrn Ctr,094901,Seguin ISD,094,Guadalupe County,20,San Antonio,48,92,28,89,38,34,10,10,2,1
094901112,Juvenile Detention Center,094901,Seguin ISD,094,Guadalupe County,20,San Antonio,21,0,13,0,0,0,21,0,2,1
094902001,Samuel Clemens H S,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,599,96,254,95,132,121,467,453,2,1
094902002,Allison L Steele E L C,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,123,96,56,98,57,55,66,63,2,1
094902003,Byron P Steele II H S,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,590,96,218,95,108,101,482,467,2,1
094903001,Navarro H S,094903,Navarro ISD,094,Guadalupe County,20,San Antonio,139,94,56,89,30,27,109,104,2,1
094904001,Marion H S,094904,Marion ISD,094,Guadalupe County,20,San Antonio,106,99,39,97,40,40,66,65,2,1
095901001,Abernathy H S,095901,Abernathy ISD,095,Hale County,17,Lubbock,68,99,37,97,29,28,39,39,1,1
095902001,Cotton Center School,095902,Cotton Center ISD,095,Hale County,17,Lubbock,5,100,0,0,0,0,0,0,1,1
095903001,Hale Center H S,095903,Hale Center ISD,095,Hale County,17,Lubbock,39,97,29,97,16,15,23,23,1,1
095904001,Petersburg School,095904,Petersburg ISD,095,Hale County,17,Lubbock,17,100,12,100,10,10,7,7,1,1
095905001,Plainview H S,095905,Plainview ISD,095,Hale County,17,Lubbock,367,94,271,94,276,254,91,90,1,1
096904001,Memphis H S,096904,Memphis ISD,096,Hall County,16,Amarillo,39,97,18,94,30,29,9,9,1,1
096905001,Valley School,096905,Turkey-Quitaque ISD,096,Hall County,16,Amarillo,15,100,0,0,6,6,9,9,1,1
097902001,Hamilton H S,097902,Hamilton ISD,097,Hamilton County,12,Waco,54,96,6,100,28,28,26,24,1,1
097903001,Hico H S,097903,Hico ISD,097,Hamilton County,12,Waco,37,97,0,91,21,20,16,16,1,1
098901001,Gruver H S,098901,Gruver ISD,098,Hansford County,16,Amarillo,38,100,0,100,12,12,26,26,1,1
098904001,Spearman H S,098904,Spearman ISD,098,Hansford County,16,Amarillo,60,100,39,100,33,33,27,27,1,1
099902001,Chillicothe School,099902,Chillicothe ISD,099,Hardeman County,09,Wichita Falls,14,100,6,100,0,0,0,0,1,1
099903001,Quanah H S,099903,Quanah ISD,099,Hardeman County,09,Wichita Falls,35,91,8,88,28,25,7,7,1,1
100903002,Kountze H S,100903,Kountze ISD,100,Hardin County,05,Beaumont,66,88,0,0,30,25,36,33,1,1
100904001,Silsbee H S,100904,Silsbee ISD,100,Hardin County,05,Beaumont,179,94,19,84,102,93,77,76,1,1
100905001,Hardin-Jefferson H S,100905,Hardin-Jefferson ISD,100,Hardin County,05,Beaumont,177,94,15,93,52,46,125,120,1,1
100907001,Lumberton H S,100907,Lumberton ISD,100,Hardin County,05,Beaumont,274,93,31,90,79,65,195,189,1,1
100908001,West Hardin H S,100908,West Hardin County CISD,100,Hardin County,05,Beaumont,45,96,0,0,22,21,23,22,1,1
101803001,Aristoi Classical Upper School,101803,Aristoi Classical Academy,101,Harris County,04,Houston,18,94,5,80,0,0,0,0,2,1
101804001,George I Sanchez Charter,101804,George I Sanchez Charter,101,Harris County,04,Houston,113,81,108,82,93,77,20,15,2,1
101806001,Houston T-Stem And Early College H,101806,Raul Yzaguirre Schools For Success,101,Harris County,04,Houston,87,95,87,95,80,76,7,7,2,1
101811008,Excel Academy Education Transition,101811,Excel Academy,101,Harris County,04,Houston,53,0,0,0,0,0,0,0,2,1
101821001,Houston Heights Charter School,101821,Houston Heights High School,101,Harris County,04,Houston,89,81,76,79,76,64,13,8,2,1
101828001,Houston Gateway Academy - Coral Ca,101828,Houston Gateway Academy Inc,101,Harris County,04,Houston,79,95,77,95,65,61,14,14,2,1
101837001,Calvin Nelms H S,101837,Calvin Nelms Charter Schools,101,Harris County,04,Houston,42,95,26,96,20,19,22,21,2,1
101838001,Empowerment H S,101838,Southwest School,101,Harris County,04,Houston,86,86,79,86,67,58,19,16,2,1
101838004,Phoenix School At Southwest School,101838,Southwest School,101,Harris County,04,Houston,31,55,0,64,7,1,24,16,2,1
101842001,Comquest Academy,101842,Comquest Academy,101,Harris County,04,Houston,10,100,0,100,0,0,0,0,2,1
101845001,Yes Prep - Southeast,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,124,98,0,98,91,90,33,31,2,2
101845002,Yes Prep - Southwest,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,127,98,114,97,107,105,20,19,2,2
101845003,Yes Prep - East End,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,104,98,0,98,89,87,15,15,2,2
101845004,Yes Prep - Gulfton,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,132,93,120,93,125,116,7,7,2,2
101845005,Yes Prep - West,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,100,98,80,99,88,86,12,12,2,2
101845006,Yes Prep - Brays Oaks,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,88,96,72,97,77,73,11,11,2,2
101845007,Yes Prep - Northside,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,101,92,94,93,91,83,10,10,2,2
101845008,Yes Prep - 5th Ward,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,93,97,90,97,83,81,10,9,2,2
101845010,Yes Prep North Forest,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,94,93,73,93,74,67,20,20,2,2
101845101,Yes Prep - North Central,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,110,97,106,98,93,91,17,16,2,2
101846001,Harmony Science Academy-Houston,101846,Harmony Science Academy,101,Harris County,04,Houston,142,97,79,96,117,114,25,24,2,1
101846003,Harmony School Of Ingenuity-Housto,101846,Harmony Science Academy,101,Harris County,04,Houston,102,85,74,80,85,73,17,14,2,1
101858004,Harmony School Of Advancement-Hous,101858,Harmony School Of Excellence,101,Harris County,04,Houston,129,98,66,97,72,69,57,57,2,1
101858005,Harmony School Of Discovery - Hous,101858,Harmony School Of Excellence,101,Harris County,04,Houston,45,100,19,100,29,29,16,16,2,1
101862002,Harmony School Of Innovation-Sugar,101862,Harmony School Of Science - Housto,101,Harris County,04,Houston,155,97,26,96,89,85,66,66,2,1
101862004,Harmony Science Academy- Beaumont,101862,Harmony School Of Science - Housto,101,Harris County,04,Houston,34,100,8,100,15,15,19,19,2,1
101862005,Harmony School Of Innovation - Kat,101862,Harmony School Of Science - Housto,101,Harris County,04,Houston,44,100,13,100,25,25,19,19,2,1
101868001,The Pro-Vision Academy,101868,The Pro-Vision Academy,101,Harris County,04,Houston,65,86,0,0,44,38,21,18,2,1
101902001,Aldine H S,101902,Aldine ISD,101,Harris County,04,Houston,748,75,675,75,675,529,73,35,2,1
101902002,Carver H S For Applied Tech/Engine,101902,Aldine ISD,101,Harris County,04,Houston,177,93,66,97,139,128,38,36,2,1
101902003,Macarthur H S,101902,Aldine ISD,101,Harris County,04,Houston,945,79,864,79,839,677,106,65,2,1
101902004,Eisenhower H S,101902,Aldine ISD,101,Harris County,04,Houston,698,83,471,82,585,490,113,92,2,1
101902005,Nimitz H S,101902,Aldine ISD,101,Harris County,04,Houston,632,87,312,89,504,444,128,105,2,1
101902008,Victory Early College H S,101902,Aldine ISD,101,Harris County,04,Houston,85,100,73,100,79,79,6,6,2,1
101902012,Davis H S Aldine,101902,Aldine ISD,101,Harris County,04,Houston,878,77,555,76,775,604,103,71,2,1
101902013,Hall Center For Education,101902,Aldine ISD,101,Harris County,04,Houston,116,28,70,30,102,32,14,1,2,1
101902108,Lane School,101902,Aldine ISD,101,Harris County,04,Houston,33,3,20,5,27,0,6,1,2,1
101903001,Hastings H S,101903,Alief ISD,101,Harris County,04,Houston,939,87,550,85,738,654,201,162,2,1
101903002,Elsik H S,101903,Alief ISD,101,Harris County,04,Houston,982,87,614,86,745,657,237,201,2,1
101903003,Taylor H S,101903,Alief ISD,101,Harris County,04,Houston,787,88,421,84,585,520,202,170,2,1
101903006,Kerr H S,101903,Alief ISD,101,Harris County,04,Houston,178,100,37,100,120,120,58,58,2,1
101903012,Alief Early College H S,101903,Alief ISD,101,Harris County,04,Houston,92,100,50,100,76,76,16,16,2,1
101905001,Channelview H S,101905,Channelview ISD,101,Harris County,04,Houston,628,93,481,92,480,443,148,140,2,1
101905005,Endeavor Hs-Joe Frank Campbell Lea,101905,Channelview ISD,101,Harris County,04,Houston,72,61,58,64,49,31,23,13,2,1
101906001,Crosby H S,101906,Crosby ISD,101,Harris County,04,Houston,383,95,152,94,153,140,230,222,2,1
101906004,Crosby Crossroads Academy,101906,Crosby ISD,101,Harris County,04,Houston,65,91,31,94,36,33,29,26,2,1
101907002,Cy-Fair H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,914,93,319,91,310,272,604,582,2,1
101907003,Jersey Village H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,828,93,526,92,409,368,419,400,2,1
101907004,Cypress Creek H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,768,91,280,86,391,342,377,354,2,1
101907005,Langham Creek H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,760,93,352,92,384,348,376,356,2,1
101907007,Cypress Falls H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,838,91,366,88,453,404,385,359,2,1
101907009,Cypress Springs H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,645,90,339,92,408,363,237,218,2,1
101907010,Cypress Ridge H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,723,94,413,94,503,471,220,207,2,1
101907011,Cypress Woods H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,851,98,224,96,189,181,662,652,2,1
101907012,Cypress Ranch H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,488,96,105,96,88,80,400,390,2,1
101907013,Cypress Lakes H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,805,90,461,89,523,461,282,264,2,1
101908001,Deer Park H S,101908,Deer Park ISD,101,Harris County,04,Houston,1011,92,584,91,388,347,623,579,2,1
101910002,Galena Park H S,101910,Galena Park ISD,101,Harris County,04,Houston,464,93,438,93,401,372,63,59,2,1
101910003,North Shore Senior High,101910,Galena Park ISD,101,Harris County,04,Houston,1218,89,869,88,997,884,221,200,2,1
101911002,Lee H S,101911,Goose Creek CISD,101,Harris County,04,Houston,441,92,323,94,326,300,115,104,2,1
101911003,Sterling H S,101911,Goose Creek CISD,101,Harris County,04,Houston,515,93,256,95,276,252,239,227,2,1
101911005,Peter E Hyland Center,101911,Goose Creek CISD,101,Harris County,04,Houston,155,85,102,85,110,95,45,36,2,1
101911015,Goose Creek Memorial,101911,Goose Creek CISD,101,Harris County,04,Houston,449,92,246,92,244,218,205,193,2,1
101911016,Impact Early College H S,101911,Goose Creek CISD,101,Harris County,04,Houston,93,99,70,100,54,53,39,39,2,1
101912001,Austin H S,101912,Houston ISD,101,Harris County,04,Houston,431,75,394,75,382,290,49,33,2,1
101912002,Bellaire H S,101912,Houston ISD,101,Harris County,04,Houston,844,91,380,88,421,379,423,385,2,1
101912003,Northside H S,101912,Houston ISD,101,Harris County,04,Houston,389,76,338,77,358,282,31,15,2,1
101912004,Furr H S,101912,Houston ISD,101,Harris County,04,Houston,307,72,253,70,277,209,30,13,2,1
101912006,Jones Futures Academy,101912,Houston ISD,101,Harris County,04,Houston,105,92,75,95,94,87,11,10,2,1
101912007,Kashmere H S,101912,Houston ISD,101,Harris County,04,Houston,196,66,68,56,177,125,19,4,2,1
101912008,Lamar H S,101912,Houston ISD,101,Harris County,04,Houston,734,93,255,91,226,198,508,486,2,1
101912009,Wisdom H S,101912,Houston ISD,101,Harris County,04,Houston,536,64,401,62,485,324,51,20,2,1
101912010,Madison H S,101912,Houston ISD,101,Harris County,04,Houston,435,75,274,73,346,273,89,51,2,1
101912011,Milby H S,101912,Houston ISD,101,Harris County,04,Houston,442,84,421,83,387,328,55,41,2,1
101912012,Heights H S,101912,Houston ISD,101,Harris County,04,Houston,532,94,439,95,341,322,191,178,2,1
101912013,Community Services-Sec,101912,Houston ISD,101,Harris County,04,Houston,63,0,59,0,45,0,18,0,2,1
101912014,Sterling H S,101912,Houston ISD,101,Harris County,04,Houston,314,84,149,87,285,241,29,24,2,1
101912015,Waltrip H S,101912,Houston ISD,101,Harris County,04,Houston,431,86,334,87,274,243,157,129,2,1
101912016,Washington B T H S,101912,Houston ISD,101,Harris County,04,Houston,204,81,91,82,135,105,69,61,2,1
101912017,Westbury H S,101912,Houston ISD,101,Harris County,04,Houston,551,87,352,86,478,420,73,57,2,1
101912018,Wheatley H S,101912,Houston ISD,101,Harris County,04,Houston,237,70,122,61,211,160,26,6,2,1
101912019,Worthing H S,101912,Houston ISD,101,Harris County,04,Houston,209,75,37,73,195,152,14,4,2,1
101912020,Yates H S,101912,Houston ISD,101,Harris County,04,Houston,213,76,19,74,174,145,39,17,2,1
101912023,Sharpstown H S,101912,Houston ISD,101,Harris County,04,Houston,464,79,348,80,405,339,59,26,2,1
101912024,Scarborough H S,101912,Houston ISD,101,Harris County,04,Houston,168,88,122,92,158,139,10,8,2,1
101912025,Kinder H S For Performing And Visu,101912,Houston ISD,101,Harris County,04,Houston,187,99,44,98,37,36,150,149,2,1
101912026,Debakey H S For Health Prof,101912,Houston ISD,101,Harris County,04,Houston,169,96,50,98,71,71,98,92,2,1
101912027,Chavez H S,101912,Houston ISD,101,Harris County,04,Houston,791,70,673,71,658,485,133,70,2,1
101912034,H S For Law And Justice,101912,Houston ISD,101,Harris County,04,Houston,118,99,97,99,101,100,17,17,2,1
101912036,Westside H S,101912,Houston ISD,101,Harris County,04,Houston,686,90,290,89,218,180,468,440,2,1
101912039,T H Rogers School,101912,Houston ISD,101,Harris County,04,Houston,0,0,0,0,0,0,0,0,2,1
101912059,Long Academy,101912,Houston ISD,101,Harris County,04,Houston,43,98,29,97,0,0,0,0,2,1
101912081,Sharpstown International School,101912,Houston ISD,101,Harris County,04,Houston,137,96,116,95,0,0,0,0,2,1
101912097,Hcc Life Skills Program,101912,Houston ISD,101,Harris County,04,Houston,46,0,19,0,35,0,11,0,2,1
101912100,Texas Connections Academy At Houst,101912,Houston ISD,101,Harris County,04,Houston,877,67,249,65,261,101,616,482,2,1
101912301,Eastwood Academy,101912,Houston ISD,101,Harris County,04,Houston,102,100,99,100,75,75,27,27,2,1
101912308,North Houston Early College H S,101912,Houston ISD,101,Harris County,04,Houston,114,100,101,100,91,91,23,23,2,1
101912310,Houston Math Science And Technolog,101912,Houston ISD,101,Harris County,04,Houston,680,89,619,89,623,563,57,40,2,1
101912311,Mount Carmel Academy,101912,Houston ISD,101,Harris County,04,Houston,83,100,78,100,62,62,21,21,2,1
101912321,Energized For Stem Academy Southea,101912,Houston ISD,101,Harris County,04,Houston,113,90,98,93,108,98,5,4,2,1
101912322,Carnegie Vanguard H S,101912,Houston ISD,101,Harris County,04,Houston,133,98,44,100,10,10,123,120,2,1
101912323,Challenge Early College H S,101912,Houston ISD,101,Harris County,04,Houston,97,98,74,100,66,66,31,29,2,1
101912324,Liberty H S,101912,Houston ISD,101,Harris County,04,Houston,31,3,26,4,0,0,0,0,2,1
101912345,East Early College H S,101912,Houston ISD,101,Harris County,04,Houston,126,100,116,100,111,111,15,15,2,1
101912348,Houston Academy For International,101912,Houston ISD,101,Harris County,04,Houston,99,100,52,100,58,58,41,41,2,1
101912458,Mickey Leland College Prep Acad Fo,101912,Houston ISD,101,Harris County,04,Houston,46,98,29,100,30,30,16,15,2,2
101912463,Young Women's College Prep Academy,101912,Houston ISD,101,Harris County,04,Houston,46,94,24,92,25,22,21,21,2,2
101912468,Energy Institute H S,101912,Houston ISD,101,Harris County,04,Houston,158,98,86,100,89,88,69,67,2,1
101912477,North Forest H S,101912,Houston ISD,101,Harris County,04,Houston,244,84,0,83,152,119,92,85,2,1
101912484,Middle College H S At Hcc Gulfton,101912,Houston ISD,101,Harris County,04,Houston,80,53,55,47,72,40,8,2,2,1
101912485,Middle College H S At Hcc Fraga,101912,Houston ISD,101,Harris County,04,Houston,43,88,38,92,0,0,0,0,2,1
101912486,South Early College H S,101912,Houston ISD,101,Harris County,04,Houston,106,91,43,93,0,0,0,0,2,1
101913001,Humble H S,101913,Humble ISD,101,Harris County,04,Houston,651,91,336,91,444,405,207,189,2,1
101913002,Kingwood H S,101913,Humble ISD,101,Harris County,04,Houston,667,98,139,99,94,88,573,563,2,1
101913005,Quest Early College H S,101913,Humble ISD,101,Harris County,04,Houston,95,100,47,100,36,36,59,59,2,1
101913008,Atascocita H S,101913,Humble ISD,101,Harris County,04,Houston,913,92,315,93,275,242,638,598,2,1
101913013,Kingwood Park H S,101913,Humble ISD,101,Harris County,04,Houston,482,94,155,94,134,123,348,332,2,1
101913014,Summer Creek H S,101913,Humble ISD,101,Harris County,04,Houston,579,95,222,94,250,239,329,310,2,1
101914001,Katy H S,101914,Katy ISD,101,Harris County,04,Houston,805,93,275,91,242,220,563,525,2,1
101914002,Taylor H S,101914,Katy ISD,101,Harris County,04,Houston,722,94,202,92,201,182,521,493,2,1
